export_schema_version,export_date,data_as_of,rank,repo_id,full_name,owner,name,language,current_stars,crossed_10k,crossed_50k,crossed_100k,url,source_views,license,attribution
1,2026-08-28,2026-08-28T03:00:38.077Z,11,36633370,awesome-selfhosted/awesome-selfhosted,awesome-selfhosted,awesome-selfhosted,,314406,2016-08-23,2020-08-17,2022-07-27,https://gitstarclub.com/awesome-selfhosted/awesome-selfhosted,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/36633370.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,12,88011908,practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,Python,280417,2018-06-12,2021-04-10,2023-04-05,https://gitstarclub.com/practical-tutorials/project-based-learning,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/88011908.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,13,177736533,996icu/996.ICU,996icu,996.ICU,,276754,2019-03-27,2019-03-28,2019-03-29,https://gitstarclub.com/996icu/996.ICU,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/177736533.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,14,1073224795,obra/superpowers,obra,superpowers,Shell,276304,2026-01-18,,,https://gitstarclub.com/obra/superpowers,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1073224795.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,15,10270250,react/react,react,react,JavaScript,247669,2015-05-19,2017-01-12,2018-06-15,https://gitstarclub.com/react/react,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/10270250.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,16,2325298,torvalds/linux,torvalds,linux,C,243887,2015-10-19,2018-05-14,2020-11-20,https://gitstarclub.com/torvalds/linux,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/2325298.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,17,1136590548,affaan-m/ECC,affaan-m,ECC,JavaScript,242252,2026-01-26,,,https://gitstarclub.com/affaan-m/ECC,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1136590548.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,18,138393139,trimstray/the-book-of-secret-knowledge,trimstray,the-book-of-secret-knowledge,,239904,2019-01-13,2021-10-07,2023-05-18,https://gitstarclub.com/trimstray/the-book-of-secret-knowledge,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/138393139.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,19,1024554267,NousResearch/hermes-agent,NousResearch,hermes-agent,Python,234471,2026-04-11,,,https://gitstarclub.com/NousResearch/hermes-agent,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1024554267.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,20,1148788086,mattpocock/skills,mattpocock,skills,Shell,232548,2026-05-15,,,https://gitstarclub.com/mattpocock/skills,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1148788086.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
