export_schema_version,export_date,data_as_of,rank,login,owner_type,repo_count,current_stars_sum,rank_value,url,source_view,license,attribution
1,2026-08-28,2026-08-28T03:00:38.077Z,17,nilbuild,User,3,440271,440271,https://gitstarclub.com/o/nilbuild,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,18,karpathy,User,13,427034,427034,https://gitstarclub.com/o/karpathy,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,19,TheAlgorithms,Organization,7,425481,425481,https://gitstarclub.com/o/TheAlgorithms,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,20,EbookFoundation,Organization,1,395040,395040,https://gitstarclub.com/o/EbookFoundation,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,21,facebookresearch,Organization,19,390445,390445,https://gitstarclub.com/o/facebookresearch,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,22,openclaw,Organization,1,387175,387175,https://gitstarclub.com/o/openclaw,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,23,facebook,Organization,18,377401,377401,https://gitstarclub.com/o/facebook,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,24,vercel,Organization,11,376436,376436,https://gitstarclub.com/o/vercel,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,25,jwasham,User,1,359512,359512,https://gitstarclub.com/o/jwasham,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,26,tensorflow,Organization,6,339397,339397,https://gitstarclub.com/o/tensorflow,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,27,vinta,User,1,315568,315568,https://gitstarclub.com/o/vinta,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,28,awesome-selfhosted,Organization,1,314406,314406,https://gitstarclub.com/o/awesome-selfhosted,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,29,Tencent,Organization,18,301270,301270,https://gitstarclub.com/o/Tencent,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,30,HKUDS,Organization,10,291503,291503,https://gitstarclub.com/o/HKUDS,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,31,practical-tutorials,Organization,1,280417,280417,https://gitstarclub.com/o/practical-tutorials,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,32,airbnb,Organization,6,278621,278621,https://gitstarclub.com/o/airbnb,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,33,trimstray,User,4,276870,276870,https://gitstarclub.com/o/trimstray,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,34,996icu,User,1,276754,276754,https://gitstarclub.com/o/996icu,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,35,obra,User,1,276304,276304,https://gitstarclub.com/o/obra,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,36,langchain-ai,Organization,7,270034,270034,https://gitstarclub.com/o/langchain-ai,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,37,rust-lang,Organization,7,265832,265832,https://gitstarclub.com/o/rust-lang,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,38,datawhalechina,Organization,10,264482,264482,https://gitstarclub.com/o/datawhalechina,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,39,multica-ai,Organization,2,252748,252748,https://gitstarclub.com/o/multica-ai,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,40,torvalds,User,1,243887,243887,https://gitstarclub.com/o/torvalds,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,41,affaan-m,User,1,242252,242252,https://gitstarclub.com/o/affaan-m,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,42,angular,Organization,6,241064,241064,https://gitstarclub.com/o/angular,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,43,anomalyco,Organization,3,239789,239789,https://gitstarclub.com/o/anomalyco,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,44,trekhleb,User,3,239527,239527,https://gitstarclub.com/o/trekhleb,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,45,NousResearch,Organization,1,234471,234471,https://gitstarclub.com/o/NousResearch,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,46,firecrawl,Organization,4,233832,233832,https://gitstarclub.com/o/firecrawl,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,47,mattpocock,User,1,232548,232548,https://gitstarclub.com/o/mattpocock,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,48,ossu,Organization,2,230241,230241,https://gitstarclub.com/o/ossu,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,49,VoltAgent,Organization,5,227803,227803,https://gitstarclub.com/o/VoltAgent,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-28,2026-08-28T03:00:38.077Z,50,dotnet,Organization,13,226532,226532,https://gitstarclub.com/o/dotnet,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
