export_schema_version,export_date,data_as_of,rank,login,owner_type,repo_count,current_stars_sum,rank_value,url,source_view,license,attribution
1,2026-07-18,2026-07-18T02:16:15.977Z,13,github,Organization,10,460460,460460,https://gitstarclub.com/o/github,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,14,public-apis,Organization,1,450903,450903,https://gitstarclub.com/o/public-apis,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,15,nilbuild,User,3,435639,435639,https://gitstarclub.com/o/nilbuild,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,16,donnemartin,User,4,432897,432897,https://gitstarclub.com/o/donnemartin,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,17,TheAlgorithms,Organization,7,423810,423810,https://gitstarclub.com/o/TheAlgorithms,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,18,karpathy,User,13,418500,418500,https://gitstarclub.com/o/karpathy,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,19,facebookresearch,Organization,20,398842,398842,https://gitstarclub.com/o/facebookresearch,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,20,EbookFoundation,Organization,1,392310,392310,https://gitstarclub.com/o/EbookFoundation,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,21,openclaw,Organization,1,383258,383258,https://gitstarclub.com/o/openclaw,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,22,vercel,Organization,11,373785,373785,https://gitstarclub.com/o/vercel,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,23,facebook,Organization,17,364127,364127,https://gitstarclub.com/o/facebook,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,24,jwasham,User,1,356456,356456,https://gitstarclub.com/o/jwasham,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,25,tensorflow,Organization,6,338304,338304,https://gitstarclub.com/o/tensorflow,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,26,deepseek-ai,Organization,8,322220,322220,https://gitstarclub.com/o/deepseek-ai,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,27,vinta,User,1,308692,308692,https://gitstarclub.com/o/vinta,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,28,awesome-selfhosted,Organization,1,306143,306143,https://gitstarclub.com/o/awesome-selfhosted,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,29,Tencent,Organization,18,299063,299063,https://gitstarclub.com/o/Tencent,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,30,airbnb,Organization,6,278406,278406,https://gitstarclub.com/o/airbnb,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,31,996icu,User,1,276405,276405,https://gitstarclub.com/o/996icu,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,32,practical-tutorials,Organization,1,273745,273745,https://gitstarclub.com/o/practical-tutorials,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,33,trimstray,User,4,270231,270231,https://gitstarclub.com/o/trimstray,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,34,HKUDS,Organization,10,266130,266130,https://gitstarclub.com/o/HKUDS,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,35,rust-lang,Organization,7,263548,263548,https://gitstarclub.com/o/rust-lang,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,36,langchain-ai,Organization,7,258273,258273,https://gitstarclub.com/o/langchain-ai,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,37,obra,User,1,256510,256510,https://gitstarclub.com/o/obra,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,38,datawhalechina,Organization,9,243608,243608,https://gitstarclub.com/o/datawhalechina,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,39,angular,Organization,6,240699,240699,https://gitstarclub.com/o/angular,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,40,torvalds,User,1,239623,239623,https://gitstarclub.com/o/torvalds,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,41,trekhleb,User,3,239081,239081,https://gitstarclub.com/o/trekhleb,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,42,multica-ai,Organization,2,234441,234441,https://gitstarclub.com/o/multica-ai,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,43,affaan-m,User,1,230587,230587,https://gitstarclub.com/o/affaan-m,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,44,ossu,Organization,2,228593,228593,https://gitstarclub.com/o/ossu,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,45,dotnet,Organization,13,225860,225860,https://gitstarclub.com/o/dotnet,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,46,anomalyco,Organization,3,225588,225588,https://gitstarclub.com/o/anomalyco,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,47,NousResearch,Organization,1,216343,216343,https://gitstarclub.com/o/NousResearch,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,48,VoltAgent,Organization,5,215681,215681,https://gitstarclub.com/o/VoltAgent,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,49,kubernetes,Organization,6,215390,215390,https://gitstarclub.com/o/kubernetes,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-07-18,2026-07-18T02:16:15.977Z,50,n8n-io,Organization,2,211902,211902,https://gitstarclub.com/o/n8n-io,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
