export_schema_version,export_date,data_as_of,rank,login,owner_type,repo_count,current_stars_sum,rank_value,url,source_view,license,attribution
1,2026-09-06,2026-09-06T06:37:28.831Z,39,multica-ai,Organization,2,259457,259457,https://gitstarclub.com/o/multica-ai,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,40,mattpocock,User,1,253058,253058,https://gitstarclub.com/o/mattpocock,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,41,affaan-m,User,1,250177,250177,https://gitstarclub.com/o/affaan-m,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,42,torvalds,User,1,246783,246783,https://gitstarclub.com/o/torvalds,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,43,firecrawl,Organization,4,244687,244687,https://gitstarclub.com/o/firecrawl,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,44,anomalyco,Organization,3,244318,244318,https://gitstarclub.com/o/anomalyco,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,45,NousResearch,Organization,1,242107,242107,https://gitstarclub.com/o/NousResearch,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,46,angular,Organization,6,241064,241064,https://gitstarclub.com/o/angular,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,47,trekhleb,User,3,239666,239666,https://gitstarclub.com/o/trekhleb,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,48,VoltAgent,Organization,5,235967,235967,https://gitstarclub.com/o/VoltAgent,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,49,ossu,Organization,2,230695,230695,https://gitstarclub.com/o/ossu,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,50,dotnet,Organization,13,226716,226716,https://gitstarclub.com/o/dotnet,rank/all-time/org/stock.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
