export_schema_version,export_date,data_as_of,ranking_scope,period,metric,rank,repo_id,full_name,owner,name,language,value,current_stars,url,source_view,license,attribution
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,1,1333065091,deepseek-ai/deepseek-harness,deepseek-ai,deepseek-harness,TypeScript,122844,213340,https://gitstarclub.com/deepseek-ai/deepseek-harness,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,2,1148788086,mattpocock/skills,mattpocock,skills,Shell,45490,253058,https://gitstarclub.com/mattpocock/skills,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,3,1266797999,DietrichGebert/ponytail,DietrichGebert,ponytail,JavaScript,24873,128247,https://gitstarclub.com/DietrichGebert/ponytail,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,4,1183888342,stablyai/orca,stablyai,orca,TypeScript,23553,62356,https://gitstarclub.com/stablyai/orca,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,5,1157102282,diegosouzapw/OmniRoute,diegosouzapw,OmniRoute,TypeScript,23469,61683,https://gitstarclub.com/diegosouzapw/OmniRoute,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,6,1211139949,tt-a1i/archify,tt-a1i,archify,JavaScript,22920,49736,https://gitstarclub.com/tt-a1i/archify,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,7,54346799,public-apis/public-apis,public-apis,public-apis,Python,19671,476032,https://gitstarclub.com/public-apis/public-apis,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,8,1035029907,earendil-works/pi,earendil-works,pi,TypeScript,18514,102187,https://gitstarclub.com/earendil-works/pi,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,9,770153867,harry0703/MoneyPrinterTurbo,harry0703,MoneyPrinterTurbo,Python,18180,120900,https://gitstarclub.com/harry0703/MoneyPrinterTurbo,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,10,965415649,openai/codex,openai,codex,Rust,17473,121807,https://gitstarclub.com/openai/codex,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,11,787076358,firecrawl/firecrawl,firecrawl,firecrawl,TypeScript,16099,176992,https://gitstarclub.com/firecrawl/firecrawl,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,12,1073224795,obra/superpowers,obra,superpowers,Shell,15701,282160,https://gitstarclub.com/obra/superpowers,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,13,1024554267,NousResearch/hermes-agent,NousResearch,hermes-agent,Python,15602,242107,https://gitstarclub.com/NousResearch/hermes-agent,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,14,1220744720,freestylefly/awesome-gpt-image-2,freestylefly,awesome-gpt-image-2,JavaScript,15557,28204,https://gitstarclub.com/freestylefly/awesome-gpt-image-2,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,15,1165277268,Panniantong/Agent-Reach,Panniantong,Agent-Reach,Python,13827,78287,https://gitstarclub.com/Panniantong/Agent-Reach,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,16,344190478,microsoft/AI-For-Beginners,microsoft,AI-For-Beginners,Jupyter Notebook,13605,68108,https://gitstarclub.com/microsoft/AI-For-Beginners,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,17,1032808806,usestrix/strix,usestrix,strix,Python,13590,60779,https://gitstarclub.com/usestrix/strix,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,18,1200597263,Graphify-Labs/graphify,Graphify-Labs,graphify,Python,13505,115130,https://gitstarclub.com/Graphify-Labs/graphify,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,19,1162099055,Leonxlnx/taste-skill,Leonxlnx,taste-skill,JavaScript,13123,84669,https://gitstarclub.com/Leonxlnx/taste-skill,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,20,1212769188,cathrynlavery/diagram-design,cathrynlavery,diagram-design,HTML,12842,31837,https://gitstarclub.com/cathrynlavery/diagram-design,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,21,994093166,omacom/omarchy,omacom,omarchy,Shell,11405,38384,https://gitstarclub.com/omacom/omarchy,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-09-06,2026-09-06T06:37:28.831Z,current_month_repo_growth,2026-08,stars_gained,22,1075372545,msitarzewski/agency-agents,msitarzewski,agency-agents,Shell,11373,150280,https://gitstarclub.com/msitarzewski/agency-agents,rank/month/2026-08/repo/flow.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
