export_schema_version,export_date,data_as_of,rank,repo_id,full_name,owner,name,language,current_stars,crossed_10k,crossed_50k,crossed_100k,url,source_views,license,attribution
1,2026-08-14,2026-08-14T09:43:01.993Z,1,132750724,codecrafters-io/build-your-own-x,codecrafters-io,build-your-own-x,Markdown,539577,2018-05-15,2019-11-03,2021-02-19,https://gitstarclub.com/codecrafters-io/build-your-own-x,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/132750724.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,2,21737465,sindresorhus/awesome,sindresorhus,awesome,,495547,2015-06-17,2017-01-10,2018-11-08,https://gitstarclub.com/sindresorhus/awesome,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/21737465.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,3,54346799,public-apis/public-apis,public-apis,public-apis,Python,456491,2016-10-06,2019-02-07,2020-09-14,https://gitstarclub.com/public-apis/public-apis,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/54346799.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,4,28457823,freeCodeCamp/freeCodeCamp,freeCodeCamp,freeCodeCamp,TypeScript,454006,2015-07-23,2015-12-20,2016-03-21,https://gitstarclub.com/freeCodeCamp/freeCodeCamp,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/28457823.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,5,13491895,EbookFoundation/free-programming-books,EbookFoundation,free-programming-books,Python,394380,2015-08-02,2017-02-10,2019-04-14,https://gitstarclub.com/EbookFoundation/free-programming-books,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/13491895.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,6,1103012935,openclaw/openclaw,openclaw,openclaw,TypeScript,386266,2026-01-26,2026-02-02,2026-03-26,https://gitstarclub.com/openclaw/openclaw,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1103012935.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,7,85077558,nilbuild/developer-roadmap,nilbuild,developer-roadmap,TypeScript,364396,2017-03-24,2018-04-24,2020-02-14,https://gitstarclub.com/nilbuild/developer-roadmap,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/85077558.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,8,83222441,donnemartin/system-design-primer,donnemartin,system-design-primer,Python,363697,2017-03-16,2018-10-11,2020-05-27,https://gitstarclub.com/donnemartin/system-design-primer,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/83222441.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,9,60493101,jwasham/coding-interview-university,jwasham,coding-interview-university,,358694,2016-10-09,2017-09-03,2019-11-21,https://gitstarclub.com/jwasham/coding-interview-university,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/60493101.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,10,21289110,vinta/awesome-python,vinta,awesome-python,Python,313886,2016-01-27,2018-08-30,2021-06-14,https://gitstarclub.com/vinta/awesome-python,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/21289110.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,11,36633370,awesome-selfhosted/awesome-selfhosted,awesome-selfhosted,awesome-selfhosted,,312548,2016-08-23,2020-08-17,2022-07-27,https://gitstarclub.com/awesome-selfhosted/awesome-selfhosted,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/36633370.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,12,88011908,practical-tutorials/project-based-learning,practical-tutorials,project-based-learning,Python,279128,2018-06-12,2021-04-10,2023-04-05,https://gitstarclub.com/practical-tutorials/project-based-learning,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/88011908.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,13,177736533,996icu/996.ICU,996icu,996.ICU,,276631,2019-03-27,2019-03-28,2019-03-29,https://gitstarclub.com/996icu/996.ICU,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/177736533.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,14,1073224795,obra/superpowers,obra,superpowers,Shell,271956,2026-01-18,,,https://gitstarclub.com/obra/superpowers,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1073224795.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,15,10270250,react/react,react,react,JavaScript,247250,2015-05-19,2017-01-12,2018-06-15,https://gitstarclub.com/react/react,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/10270250.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,16,2325298,torvalds/linux,torvalds,linux,C,242794,2015-10-19,2018-05-14,2020-11-20,https://gitstarclub.com/torvalds/linux,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/2325298.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,17,1136590548,affaan-m/ECC,affaan-m,ECC,JavaScript,240071,2026-01-26,,,https://gitstarclub.com/affaan-m/ECC,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1136590548.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,18,138393139,trimstray/the-book-of-secret-knowledge,trimstray,the-book-of-secret-knowledge,,238267,2019-01-13,2021-10-07,2023-05-18,https://gitstarclub.com/trimstray/the-book-of-secret-knowledge,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/138393139.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,19,1024554267,NousResearch/hermes-agent,NousResearch,hermes-agent,Python,230369,2026-04-11,,,https://gitstarclub.com/NousResearch/hermes-agent,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1024554267.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,20,63476337,TheAlgorithms/Python,TheAlgorithms,Python,Python,223741,2018-09-24,2019-07-02,2020-11-23,https://gitstarclub.com/TheAlgorithms/Python,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/63476337.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,21,1148788086,mattpocock/skills,mattpocock,skills,Shell,216978,2026-05-15,,,https://gitstarclub.com/mattpocock/skills,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1148788086.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,22,11730342,vuejs/vue,vuejs,vue,TypeScript,210240,2016-01-13,2017-03-23,2018-04-11,https://gitstarclub.com/vuejs/vue,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/11730342.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,23,19415064,ossu/computer-science,ossu,computer-science,HTML,207979,2015-11-04,2019-09-27,2021-08-03,https://gitstarclub.com/ossu/computer-science,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/19415064.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,24,1142983825,multica-ai/andrej-karpathy-skills,multica-ai,andrej-karpathy-skills,,202347,2026-04-19,,,https://gitstarclub.com/multica-ai/andrej-karpathy-skills,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1142983825.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,25,193215554,n8n-io/n8n,n8n-io,n8n,TypeScript,200589,2020-10-12,2024-11-22,2025-06-09,https://gitstarclub.com/n8n-io/n8n,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/193215554.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,26,975734319,anomalyco/opencode,anomalyco,opencode,TypeScript,197323,2025-08-03,2026-03-20,,https://gitstarclub.com/anomalyco/opencode,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/975734319.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,27,45717250,tensorflow/tensorflow,tensorflow,tensorflow,C++,197017,2015-11-12,2017-02-14,2018-02-18,https://gitstarclub.com/tensorflow/tensorflow,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/45717250.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,28,126577260,trekhleb/javascript-algorithms,trekhleb,javascript-algorithms,JavaScript,196470,2018-05-26,2019-07-22,2021-02-17,https://gitstarclub.com/trekhleb/javascript-algorithms,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/126577260.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,29,1197021090,ultraworkers/claw-code,ultraworkers,claw-code,Rust,195078,2026-04-01,,,https://gitstarclub.com/ultraworkers/claw-code,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1197021090.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,30,808144141,DigitalPlatDev/FreeDomain,DigitalPlatDev,FreeDomain,Markdown,192737,2024-11-07,2025-01-05,2025-10-03,https://gitstarclub.com/DigitalPlatDev/FreeDomain,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/808144141.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,31,291137,ohmyzsh/ohmyzsh,ohmyzsh,ohmyzsh,Shell,189179,2015-11-03,2018-01-22,2020-05-27,https://gitstarclub.com/ohmyzsh/ohmyzsh,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/291137.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,32,41881900,microsoft/vscode,microsoft,vscode,TypeScript,188687,2016-01-12,2018-02-21,2020-01-21,https://gitstarclub.com/microsoft/vscode,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/41881900.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,33,233472199,massgravel/Microsoft-Activation-Scripts,massgravel,Microsoft-Activation-Scripts,Batchfile,186977,2022-01-17,2023-11-02,2024-10-24,https://gitstarclub.com/massgravel/Microsoft-Activation-Scripts,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/233472199.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,34,614765452,Significant-Gravitas/AutoGPT,Significant-Gravitas,AutoGPT,Python,186618,2023-04-06,2023-04-14,2023-04-24,https://gitstarclub.com/Significant-Gravitas/AutoGPT,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/614765452.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-08-14,2026-08-14T09:43:01.993Z,35,123458551,jackfrued/Python-100-Days,jackfrued,Python-100-Days,Jupyter Notebook,185192,2019-05-03,2019-07-05,2020-07-14,https://gitstarclub.com/jackfrued/Python-100-Days,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/123458551.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
