export_schema_version,export_date,data_as_of,rank,repo_id,full_name,owner,name,language,current_stars,crossed_10k,crossed_50k,crossed_100k,url,source_views,license,attribution
1,2026-06-26,2026-06-26T03:00:32.123Z,90,655806940,microsoft/generative-ai-for-beginners,microsoft,generative-ai-for-beginners,Jupyter Notebook,112155,2023-11-17,2024-07-02,,https://gitstarclub.com/microsoft/generative-ai-for-beginners,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/655806940.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,91,1179264259,garrytan/gstack,garrytan,gstack,TypeScript,112038,2026-03-31,,,https://gitstarclub.com/garrytan/gstack,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/1179264259.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,92,199570071,2dust/v2rayN,2dust,v2rayN,C#,109544,2020-04-19,2023-08-05,,https://gitstarclub.com/2dust/v2rayN,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/199570071.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,93,20929025,microsoft/TypeScript,microsoft,TypeScript,TypeScript,109328,2016-06-18,2019-05-23,2023-08-18,https://gitstarclub.com/microsoft/TypeScript,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/20929025.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,94,23088740,axios/axios,axios,axios,JavaScript,109084,2016-12-09,2018-09-19,2022-04-30,https://gitstarclub.com/axios/axios,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/23088740.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,95,206462776,GrowingGit/GitHub-Chinese-Top-Charts,GrowingGit,GitHub-Chinese-Top-Charts,Java,108441,2019-12-05,2022-07-15,2024-07-27,https://gitstarclub.com/GrowingGit/GitHub-Chinese-Top-Charts,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/206462776.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,96,196701619,tauri-apps/tauri,tauri-apps,tauri,Rust,108092,2021-02-20,2022-08-20,2025-10-02,https://gitstarclub.com/tauri-apps/tauri,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/196701619.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,97,48378947,fatedier/frp,fatedier,frp,Go,107462,2018-02-03,2021-08-14,2025-08-10,https://gitstarclub.com/fatedier/frp,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/48378947.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,98,15204860,papers-we-love/papers-we-love,papers-we-love,papers-we-love,Shell,107188,2017-03-22,2022-04-25,,https://gitstarclub.com/papers-we-love/papers-we-love,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/15204860.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,99,133442384,denoland/deno,denoland,deno,Rust,107166,2018-06-05,2020-05-10,2024-03-13,https://gitstarclub.com/denoland/deno,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/133442384.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
1,2026-06-26,2026-06-26T03:00:32.123Z,100,63539055,jaywcjlove/awesome-mac,jaywcjlove,awesome-mac,Swift,106005,2017-04-05,2022-01-05,,https://gitstarclub.com/jaywcjlove/awesome-mac,rank/all-time/repo/stock.json;lookup/repos.json;entity/repo/63539055.json,CC BY 4.0,"Data from GH Archive, derived by GitStarClub."
